f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24
447436,735000,550666,3019.39,17296.4,4.17284,114.778,33329.2,10,81,65,260,7705.53,5523.91,167.173,174.385,0.285714,36.1429,0.157143,0.812536,0.174567,0.445499,6.03362,2.39645
245464,445095,293847,2039.99,10930.2,3.85,108.61,27171.6,16,80,51,264,6209.06,3068.3,152.25,171.431,0.454545,17.8571,0.230769,0.835347,0.186638,0.568064,8.85559,4.15584
155886,385392,310690,2063.26,5922.17,3.36842,103.652,11689.9,8,57,27,342,7730.02,2734.84,148.444,166.333,0.461538,18,0.357143,0.501741,0.348397,1.30527,4.27442,2.375
148337,256800,196856,1656.85,5019.69,3.62162,101.34,22167.1,13,37,30,194,4670.43,4009.1,153.407,165.433,0.541667,23.25,0.275862,0.753529,0.33007,0.930422,5.52919,3.58955
190386,287830,223638,1736.32,8086.93,3.81132,102.691,40115,17,53,35,210,4600.59,3592.18,148.876,167.086,0.394737,18.0909,0.152174,0.85131,0.214706,0.568892,11.1673,4.4604
138155,266700,209040,1694.71,4384.66,3.625,101.845,33329.2,11,32,34,206,4866.53,4317.36,151.655,166.176,0.52381,14.8462,0.230769,0.660903,0.386508,1.1099,7.71981,3.03448
138253,209088,171489,1540.04,6457.1,4,102.209,53912.9,18,43,40,167,3811.79,3215.18,153.072,168.45,0.482759,15.7,0.162162,0.80619,0.238504,0.590326,16.7682,4.5
149927,262728,206524,1714.76,6701.5,3.58491,104.788,32685.1,18,53,27,200,4808.48,2828.81,157.64,164.741,0.292683,39,0.232558,0.725952,0.255877,0.717523,11.5544,5.02105
200843,389958,273710,1948.63,8821.89,3.86207,106.482,30790.7,19,58,31,239,5623.66,3462.8,156.946,163.323,0.45,16.0714,0.16,0.733777,0.220885,0.637467,8.89186,4.91964
130804,314514,228856,1795.02,5135.03,3.16981,114.339,9852.03,9,53,19,247,5968.87,2467.99,157.777,155.684,0.325,26.4444,0.472222,0.571553,0.349564,1.16238,3.99192,2.83929
129771,244961,175526,1541.15,5533.27,3.375,103.088,32047.4,16,48,24,196,4736.48,2703.55,152.087,162.875,0.333333,12.0667,0.263158,0.739322,0.278523,0.855999,11.8538,4.74074
216943,332800,272118,1966.58,7362.61,3.94872,104.852,54739.1,19,39,38,231,4728.54,5562.63,142.381,166.316,0.444444,18.25,0.147059,0.797239,0.267104,0.642237,9.84051,4.81169
137273,240620,178689,1568.64,5657.64,3.46667,106.324,32047.4,15,45,30,183,4286.84,3050.52,154.82,166.267,0.285714,17.3,0.184211,0.768224,0.277261,0.757708,10.5056,4.32692
208922,326350,271396,1929.43,7148.56,3.90476,96.2377,69746.5,18,42,36,216,4872.32,4974.32,155.685,165.417,0.555556,35,0.166667,0.769805,0.269905,0.68158,14.0213,4.60976
265894,535716,407338,2403.66,12324.7,3.9,110.651,58106.9,20,80,30,326,6754.78,3323.67,143.982,165.333,0.428571,18.1765,0.15942,0.652758,0.195028,0.548067,17.4828,5.12821
197717,290700,226219,1727.62,9497.77,4.08511,101.841,91863.3,32,47,41,193,4300.22,4206.75,147.181,170.122,0.342857,15.0833,0.175,0.874009,0.181897,0.452762,21.8371,7.83333
465018,730635,545810,2841.29,19531.5,4.10526,111.42,36643.5,15,95,60,298,7472.03,4894.93,156.426,172.883,0.25,20.2857,0.130952,0.851978,0.145472,0.382563,7.48603,3.65385
288908,488684,347822,2275.09,12743.8,3.91549,108.435,40828.1,17,71,42,250,5990.8,4069.13,157.148,167.881,0.42,21.7273,0.183333,0.830621,0.178526,0.470096,10.0336,4.34173
286853,494064,343327,2260.55,12593.6,3.81395,105.864,60698.7,20,86,50,270,6483.09,3335.5,152.181,172.76,0.535714,17,0.194444,0.83551,0.179501,0.514793,18.1978,5.2439
446173,736725,548636,3015.09,17505.2,3.95349,108.529,33329.2,7,86,66,253,7620.06,5188.06,169.545,172.061,0.482759,49.6,0.162162,0.813241,0.17224,0.435303,6.42421,1.77059
247102,444310,292838,2038.36,11027.4,3.65432,110.056,16286,9,81,54,254,6213.09,3050.65,153.697,171.519,0.421053,13.9412,0.208955,0.843821,0.184844,0.563421,5.33855,2.46284
148305,256265,196682,1655.58,5472.93,3.61905,100.245,22167.1,13,42,30,191,4671.04,3531.06,154.267,165.633,0.4,20.2222,0.235294,0.754031,0.302503,0.853481,6.27773,3.59211
193238,287832,224309,1740.11,8262.35,3.92,98.9863,56410.4,21,50,47,195,4550.84,3864.76,154.595,171.404,0.470588,23.375,0.219512,0.861482,0.210607,0.550792,14.5961,5.35714
156340,264132,208178,1693.03,5671.49,3.5,101.764,30790.7,15,44,33,208,4864.02,3553.18,148.726,165.121,0.375,15,0.189189,0.750992,0.298515,0.857627,8.66569,4.28571
135057,266256,170500,1539.23,5695.14,3.88571,105.861,54739.1,18,35,38,163,3801.43,3858.76,152.736,167.211,0.458333,22.2857,0.25,0.792121,0.27027,0.667488,14.1857,4.63235
147099,327025,206920,1718.98,6308.15,3.625,106.024,30790.7,16,48,28,211,4893.99,3064.56,152.232,162.607,0.411765,16.5833,0.263158,0.710899,0.272501,0.775821,10.0474,4.41379
197287,380474,271804,1942.89,8204.32,3.77778,110.647,35298.9,19,54,30,200,5588.84,3653.47,160.78,165.1,0.384615,21.2222,0.173913,0.725845,0.236813,0.681207,9.66176,5.02941
131504,345897,229432,1797.33,5235.65,3.23636,110.089,10207,8,55,19,271,6069.31,2390.98,150.406,154.158,0.375,14.0556,0.447368,0.573172,0.343287,1.15923,4.26898,2.47191
128023,228435,175364,1541.4,5629.62,3.46667,104.162,32047.4,19,45,25,196,4716.96,2844.95,156.505,165.04,0.285714,23.5,0.285714,0.730042,0.273802,0.837883,11.2647,5.48077
214888,436437,270925,1965.83,7487.71,3.94737,106.527,64242.4,20,38,36,219,4688.43,5654.93,147.959,165.806,0.461538,11.8824,0.151515,0.793162,0.262541,0.62615,11.3604,5.06667
138058,249216,178886,1569.38,5629.94,3.61905,103.745,31415.9,16,42,30,176,4290.3,3287.1,157.517,165.4,0.4,28.3333,0.2,0.771765,0.278756,0.76205,9.55733,4.42105
210724,418836,271231,1928.91,8456.13,3.95455,101.723,75476.8,24,44,36,209,4879.41,4789.18,154.325,166.361,0.419355,22.2222,0.157895,0.776917,0.228108,0.577026,15.7598,6.06897
264029,629532,408390,2405.07,11455,3.83099,106.229,57255.5,21,71,32,322,6808.65,3718.71,139.307,168.688,0.44898,10.9259,0.163934,0.646512,0.209958,0.594383,15.3966,5.48162
198121,321750,226426,1730.58,9113.13,4.07843,105.102,77437.1,25,51,39,177,4225.08,3884.72,150.441,169.026,0.342105,28.5,0.186047,0.874989,0.1899,0.463626,19.9338,6.12981
461052,991935,612006,2951.54,18875,3.84874,109.72,14102.6,10,119,45,443,10466.1,3874.39,155.165,171.244,0.45122,23.6111,0.178218,0.753346,0.156373,0.554495,3.63996,2.59825
464180,856278,546210,2842.73,18586.6,4.02273,113.628,30171.9,13,88,55,293,7472.45,5274.77,157.703,172.127,0.239437,19.9286,0.128205,0.84982,0.152945,0.402034,5.72003,3.23164
291244,561358,350690,2281.98,11527.5,3.84848,107.814,66966.2,17,66,48,245,5943.36,4412.79,159.188,170.875,0.404255,34,0.137931,0.830489,0.19796,0.51558,15.1755,4.41732
286026,525352,347612,2268.5,10315.9,3.87692,103.615,18626.5,8,65,52,282,6490.26,4400.39,153.475,173.038,0.547619,15.5882,0.203704,0.82283,0.219903,0.62915,4.23292,2.06349
445523,1.03E+006,549556,3021.09,15680.4,3.86842,109.188,33329.2,6,76,69,338,7900.27,5862.15,157.683,174.522,0.433962,23.1429,0.151515,0.810696,0.192667,0.503832,5.68548,1.55102
239593,378012,291862,2035.95,10887.2,3.82051,112.303,27759.1,18,78,45,263,6228.61,3071.71,155.008,171.267,0.471698,25.3,0.258065,0.820911,0.187004,0.572104,9.03703,4.71141
187053,455806,310283,2064.73,7635.05,3.40541,106.989,11689.9,12,74,25,335,7669.38,2527.74,150.875,163.52,0.45098,18.7059,0.321429,0.602846,0.270428,1.0045,4.62463,3.52381
149196,283550,196634,1657.34,5102.81,3.72973,102.921,21642.4,13,37,30,196,4662.81,4032.32,155.041,164.733,0.541667,20.7778,0.321429,0.75875,0.32479,0.913773,5.36724,3.48551
193423,331194,224396,1738.66,8752.09,3.7377,106.617,40115,16,61,45,203,4581.88,3170.87,143.714,171.044,0.297872,9.15,0.173077,0.861971,0.198657,0.523518,12.6511,4.2807
156058,313560,207923,1690.68,5969.46,3.6,101.359,33329.2,15,45,31,208,4861.69,3467.96,150.889,163.452,0.323529,15,0.216216,0.750557,0.283221,0.814427,9.6106,4.16667
136210,265216,170444,1537.45,7009.21,4.08889,101.05,53912.9,20,45,33,154,3801.45,3026.9,156.169,165.212,0.25,21,0.153846,0.799148,0.219348,0.542351,17.8113,4.8913
148886,326510,207343,1719.12,7072.98,3.70909,99.5839,30171.9,18,55,28,204,4837.71,2707.02,155.662,163.821,0.341463,21.6667,0.25,0.718067,0.243054,0.683971,11.1458,4.85294
198664,382277,273598,1948.59,7625.35,3.68627,105.912,32685.1,16,51,30,190,5551.78,3895.37,164.847,164.567,0.378378,30.6667,0.186047,0.726114,0.255541,0.72807,8.39077,4.34043
133202,342171,228430,1792.05,5745.83,3.38983,104.794,8494.87,10,59,16,275,6009.97,2257.67,145.891,157.562,0.372093,14.2778,0.404762,0.583121,0.311887,1.04597,3.76268,2.95
128624,227493,174621,1539.05,5114.18,3.36364,104.413,32685.1,16,44,26,200,4697.47,2923.28,154.135,164.654,0.333333,19,0.257143,0.736592,0.300938,0.918518,11.181,4.75676
215062,433202,270736,1964.71,8038.6,4,102.38,53092.9,19,43,39,215,4684.26,5001.44,149.898,168.462,0.433333,15.5385,0.131579,0.794362,0.24441,0.582721,10.6155,4.75
137237,249216,178617,1569.49,6072.36,3.80952,102.424,32685.1,20,42,30,177,4273.53,3267.55,159.492,165.3,0.4,28.5,0.2,0.768331,0.258465,0.703768,10.003,5.25
212952,420090,271645,1931.61,8819.56,4.03774,102.696,67886.7,20,53,36,209,4895.56,4017.96,153.708,165.75,0.261905,19.9,0.12766,0.783935,0.219015,0.55508,16.8958,4.95327
264723,631120,408296,2405.49,10880.6,3.87879,104.621,58964.6,18,66,29,251,6664.38,4010.95,154.912,164.207,0.346939,19.9167,0.157895,0.64836,0.221081,0.612502,14.7009,4.64062
200357,322812,227240,1732.67,9480.79,3.95745,106.086,96211.3,32,47,40,176,4234.38,4262.91,155.915,169.325,0.62069,24.1429,0.175,0.881697,0.182756,0.446628,22.5694,8.08602
418487,995883,612920,2955.92,16785.7,3.74545,111.52,33979.5,12,110,40,437,10440.8,3804.42,153.771,169.375,0.392405,15.8077,0.182796,0.682775,0.176098,0.622004,8.93157,3.20388
465724,852546,545288,2840.08,19244.8,4.12766,109.065,56410.4,19,94,59,293,7451.4,4954.51,157.737,173.475,0.27027,23.4167,0.146341,0.85409,0.147577,0.38719,11.3857,4.60309
289718,559770,348754,2279.91,13022.6,4.13158,110.059,28952.9,15,76,50,245,5955.86,3812.08,158.147,172.32,0.206349,23.5,0.134328,0.830723,0.175073,0.457347,7.59504,3.63057
287152,523416,346676,2264.02,12136.3,3.81818,107.184,14102.6,12,77,49,283,6474.6,3729.24,152.912,171,0.45283,27.3,0.149254,0.828301,0.18655,0.53349,3.78163,3.14286
450360,1.03E+006,551020,3020.89,18909.2,4.02151,106.783,32047.4,10,93,74,333,7926.76,4842.58,158.096,174.054,0.24,19.8125,0.148148,0.817321,0.159758,0.419201,6.61783,2.48663
237613,378740,291972,2035.54,7793.98,3.65517,107.058,54739.1,5,58,49,263,6216.64,4096.78,154.065,171.082,0.487179,19.2308,0.208333,0.813821,0.261168,0.79762,13.3615,1.36792
185305,455060,309677,2062.55,7013.98,3.38235,105.321,12076.3,12,68,24,332,7619.13,2725.08,151.527,162.333,0.387755,12.28,0.333333,0.598382,0.294062,1.08628,4.43154,3.54783
150682,283023,196272,1656.76,5316.07,3.58974,101.861,23235.2,13,39,36,192,4655.26,3863.63,155.422,166.083,0.444444,20.3333,0.258065,0.767719,0.311651,0.875694,6.01382,3.62143
192935,332346,224522,1740.13,7891.27,3.95652,101.779,57255.5,21,46,39,191,4581.55,4194.23,154.717,169.436,0.483871,18.1,0.243243,0.859311,0.220513,0.580585,13.651,5.30769
146154,211248,171248,1543.38,6275.77,3.80488,100.626,53092.9,18,41,40,162,3833.01,3564.74,153.735,167.8,0.28125,17,0.171429,0.853463,0.245926,0.610763,14.8939,4.73077
150793,265278,209006,1725.08,6500.39,3.56,97.6953,30171.9,16,50,29,206,4864.54,3015.86,155.607,164.207,0.282051,16.1667,0.219512,0.721478,0.265381,0.748346,10.0044,4.49438
199061,387434,272323,1945.09,8677.26,3.9,107.776,26590.4,14,60,27,240,5649.44,3317.68,154.892,164.074,0.5,14,0.25,0.730973,0.22416,0.651062,8.01477,3.58974
130741,314766,229248,1796.67,5336.75,3.39623,104.78,10568.3,9,53,19,246,6006.18,2466.81,156.833,155,0.514286,21.3636,0.472222,0.570303,0.33666,1.12544,4.2842,2.65
126367,243432,173378,1535.93,5036.6,3.44186,106.943,30790.7,15,43,23,168,4641.18,2938.77,160.482,159.304,0.482759,27,0.30303,0.72885,0.304953,0.92149,10.4774,4.35811
218019,331264,269919,1963.56,8399.66,4,92.363,54739.1,17,45,46,207,4660.15,4844.86,152.821,169.326,0.285714,22,0.125,0.807719,0.233767,0.554802,11.2984,4.25
136321,241074,178061,1567.45,5213.74,3.57895,105.571,29559.2,15,38,33,184,4261.03,3587.41,154.136,163.818,0.407407,19.4444,0.1875,0.765588,0.300638,0.817269,8.23973,4.19118
209377,327420,271818,1930.2,7252.58,4.11111,100.357,67886.7,20,36,34,211,4859.68,5816.03,153.393,166.118,0.285714,15.2308,0.2,0.770286,0.266139,0.670063,11.6723,4.86486
264100,538021,409598,2405.79,10485.8,3.72727,107.239,57255.5,19,66,30,320,6788.3,4001.52,142.922,164.367,0.404255,12.3333,0.178571,0.644778,0.229432,0.647377,14.3085,5.09756
202634,292520,228071,1735.45,8394.9,3.88889,99.2756,61575.2,19,54,42,184,4273.86,3752.47,152.859,167.31,0.5,14.3333,0.173913,0.888467,0.206727,0.509102,16.4092,4.88571
461468,746187,614528,2956.63,17422.7,3.70093,111.217,32047.4,16,107,53,434,10505,4312.78,157.963,172.396,0.426667,17.8696,0.188889,0.750931,0.1697,0.602947,7.43079,4.32323
291477,487816,348640,2275.74,13306.1,3.74684,113.558,69746.5,22,79,51,243,5968.05,3689.58,157.403,171.02,0.316667,21.0909,0.128571,0.836038,0.171029,0.448519,18.9036,5.87162
285948,495192,344773,2262.04,12913,3.76471,109.153,66052,21,85,48,271,6486.94,3364.1,151.993,170.333,0.349206,21.5833,0.180556,0.829381,0.175176,0.502358,19.6344,5.57812
446904,737979,550483,3019.1,18817.7,4.12903,109.045,32047.4,13,93,70,331,7870.28,4805.42,157.29,174.429,0.24,24.4615,0.148148,0.81184,0.160439,0.418238,6.66901,3.14844
243298,445662,291899,2035.77,10855.5,3.68831,110.406,25446.9,13,77,50,251,6177.25,3159.72,152.215,172.6,0.4,12.2105,0.166667,0.833502,0.187535,0.569046,8.05353,3.52465
186342,386576,310534,2065.71,7333.85,3.4,106.232,11689.9,10,70,25,327,7669.16,2662.02,150.239,164.48,0.372549,12.08,0.320755,0.600068,0.281668,1.04572,4.39134,2.94118
149433,256265,196576,1657.95,6053.13,3.61702,102.382,21124.1,16,47,29,196,4678.19,3179.42,151.658,164,0.516129,20.7778,0.205128,0.760176,0.273899,0.772855,6.644,4.42353
193750,285690,223417,1734.37,7882.26,3.87234,100.378,53912.9,21,47,45,189,4551.65,4122.34,157.73,170.844,0.382353,20,0.236842,0.867212,0.220034,0.577455,13.0782,5.42308
160415,265125,209426,1697.75,6563.84,3.59184,102.346,33329.2,18,49,31,206,4853.55,3273.78,150.442,163.065,0.324324,17.7273,0.225,0.765973,0.258652,0.739437,10.1806,5.01136
148221,211248,172172,1544.66,6326.04,3.7619,102.707,53092.9,19,42,45,165,3824.82,3529.07,153.309,170.711,0.448276,15.5,0.235294,0.860889,0.244175,0.604615,15.0444,5.05063
136569,208980,170569,1539.97,6111.57,3.9,104.586,52279.2,19,40,41,164,3810.32,3414.23,154.878,170.244,0.481481,22.4286,0.176471,0.800667,0.251976,0.62346,15.3122,4.87179
145160,263130,207662,1717.67,5553.22,3.52381,100.642,30171.9,16,42,28,206,4860.05,3456.19,156.267,161.643,0.354839,16.1667,0.272727,0.69902,0.30931,0.875178,8.7298,4.54054
177590,389988,274261,1949.18,5528.95,3.4359,102.537,33979.5,10,39,33,234,5652,4553.59,157.278,165.424,0.5,22.4,0.181818,0.647522,0.35254,1.02225,7.46213,2.91045
131104,315033,229356,1798.81,5177.77,3.35849,102.848,7542.96,7,53,19,256,6016.98,2473.66,152.18,155.526,0.472222,15,0.472222,0.571616,0.34741,1.16208,3.04931,2.08427
130247,244474,175586,1540.86,5799.18,3.34615,103.115,31415.9,17,52,24,201,4733.88,2504.75,148.841,161.833,0.209302,11.5625,0.238095,0.741784,0.265703,0.816302,12.5426,5.08046
219558,330106,271166,1964.91,9636.26,4.15686,104.379,53912.9,22,51,40,208,4674.4,4305.05,151.25,168.775,0.275,12.8667,0.108696,0.80968,0.203908,0.485085,12.5232,5.29245
138320,241150,179002,1571.02,6089.51,3.63265,101.829,29559.2,16,49,31,189,4288.17,2822.87,151.693,163.097,0.25641,20,0.166667,0.772729,0.257988,0.70419,10.4714,4.40449
209413,325663,271096,1927.33,8320.39,4.04545,106.037,65144.1,22,44,36,215,4857.26,4759.39,154.744,165.917,0.294118,42,0.157895,0.772469,0.23164,0.583778,13.6875,5.4382
264363,534705,407832,2397.34,11051.5,3.8806,104.865,58106.9,19,67,30,205,6589.03,3945.71,163.146,165.367,0.395833,204,0.196429,0.648215,0.216925,0.596213,14.7266,4.89615
198412,290816,228036,1735.4,9407.45,4.14286,106.312,61575.2,23,56,41,182,4266.98,3543.07,153.181,170.512,0.365854,17.2,0.166667,0.87009,0.184471,0.453575,17.3791,5.55172
461082,731362,546924,2840.81,19442.8,4.17204,115.386,59828.5,23,93,63,294,7476.99,4957.87,157.456,171.73,0.256757,17.375,0.1625,0.843045,0.146111,0.384563,12.0674,5.51289
292117,487816,347897,2274.93,11370.2,4.02985,107.867,22167.1,14,67,48,246,5961.4,4359.95,157.569,169.958,0.313725,19.5,0.196429,0.839665,0.200078,0.524299,5.08425,3.47407
283580,493751,344436,2259.97,11548.5,3.75342,107.584,14526.7,9,73,51,273,6519.06,3884.66,151.648,171.294,0.403846,23.8182,0.216667,0.823317,0.195693,0.564493,3.73951,2.39781
442258,737979,549367,3015.77,15296.2,3.94595,110.899,19606.7,10,74,72,333,7881.85,5976.46,158.48,173.694,0.423077,19.8125,0.15625,0.805033,0.197159,0.515282,3.28065,2.53425
242500,443744,289735,2029.56,11280.7,3.80723,112.266,26015.5,16,83,45,251,6162.05,2921.68,154.546,170.4,0.383333,13.7647,0.169014,0.836971,0.179915,0.546249,8.90429,4.20253
148549,256800,196450,1656.69,5448.56,3.69231,102.019,22698,14,39,33,195,4682.49,3808.95,150.61,164.818,0.392857,12,0.258065,0.75617,0.304061,0.8594,5.95912,3.79167
192573,287287,223984,1739.66,7726.84,3.95556,99.9474,58106.9,21,45,45,195,4515.43,4279.39,156.369,170.489,0.551724,20.6667,0.216216,0.859762,0.225145,0.584383,13.5783,5.30899
157790,264620,207938,1691.98,5990.95,3.81395,103.909,32047.4,16,43,33,208,4920.82,3669.54,151.154,164.303,0.482759,16.3333,0.228571,0.758831,0.282423,0.821375,8.73336,4.19512
143169,207036,169337,1533.21,6185.09,3.81395,107.248,45238.9,19,43,40,167,3770.91,3329.52,154.545,168.65,0.535714,19.875,0.30303,0.84547,0.247889,0.609679,13.5872,4.98171
149020,263262,207166,1718.92,6552.78,3.78723,105.42,33329.2,19,47,27,203,4841.11,3170.63,157.315,166.556,0.424242,19.3,0.27027,0.719324,0.26232,0.738788,10.5118,5.01685
198268,388710,272122,1944.84,8344.78,3.82456,103.031,29559.2,19,57,28,229,5620.13,3478.39,157.891,161.5,0.390244,14.2667,0.1875,0.728598,0.23306,0.673491,8.49798,4.96789
132667,316938,228870,1798.19,5688.91,3.35593,110.201,7542.96,11,59,20,247,5995.49,2248.6,156.433,158.75,0.552632,26.4444,0.404762,0.579661,0.316086,1.05389,3.35452,3.27778
125114,243936,174319,1537.31,5000.85,3.2381,102.787,30790.7,17,42,25,204,4757.01,2978.92,150.922,165.52,0.235294,13.5714,0.3125,0.717733,0.307411,0.951241,10.3362,5.25
216586,330752,271584,1966.27,7532.33,3.9,100.466,52279.2,19,40,39,209,4663.49,5414.66,152.201,168,0.37931,16.4167,0.142857,0.797491,0.261043,0.61913,9.65513,4.87179
135833,241605,178581,1571.14,5088.69,3.72222,99.551,28352.9,14,36,31,191,4303.35,3773.15,149.037,165.387,0.333333,18.1,0.2,0.760627,0.308752,0.84567,7.51437,3.76119
210748,325663,270934,1926.32,8221.58,4,97.6222,69746.5,22,45,35,212,4868.56,4683.29,152.538,166.486,0.551724,29.2857,0.153846,0.777855,0.234301,0.592169,14.8926,5.5
