f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24
338334,668610,520495,2654.92,14515.2,3.38462,104.389,8171.28,6,130,26,476,11000.7,150.67,150.67,164.5,0.326531,14.8667,0.226415,0.650024,0.182907,0.757876,3.1397,1.77273
300710,679027,540598,2798.76,12415.1,3.44348,104.498,16741.5,8,115,23,449,10712,152.274,152.274,158.913,0.474359,16.96,0.263736,0.556254,0.225432,0.862823,6.40243,2.32323
393220,832500,643276,3046.61,17437.9,3.54839,107.563,615.752,2,124,25,416,9845.41,157.312,157.312,164.52,0.291667,25,0.148148,0.611277,0.174713,0.5646,0.194175,0.563636
320963,722370,513646,2727.83,14289.6,3.57377,107.889,1963.5,4,122,27,397,9476.04,151.232,151.232,165.556,0.452381,17.0455,0.22,0.624871,0.190895,0.66314,0.746337,1.11927
317662,795300,511774,2722.6,13994,3.48276,105.427,2290.22,3,116,28,405,9481.4,150.926,150.926,162.286,0.364706,17.4091,0.195876,0.620708,0.194554,0.677532,0.836314,0.861386
359996,871766,566640,2809.13,15228.6,3.3662,108.488,1963.5,4,142,24,531,12268.3,152.322,152.322,163.75,0.378641,14.1714,0.290909,0.635317,0.184465,0.805613,0.774498,1.18828
299483,634366,454236,2513.59,12626.6,3.41071,109.863,5281.02,6,112,22,400,9639.14,150.993,150.993,157.045,0.365854,16.3913,0.287356,0.659313,0.199072,0.763402,1.97498,1.75916
290662,663784,435970,2453.49,12720.9,3.51402,106.067,3421.19,3,107,23,386,8779.02,147.829,147.829,162.043,0.486111,16.5455,0.244186,0.666701,0.192871,0.690126,1.25943,0.853723
299833,633490,430296,2468.44,12405.7,3.51402,100.532,4778.36,5,107,31,393,9203.88,152.865,152.865,164.355,0.407895,14.72,0.320988,0.696807,0.198977,0.74191,1.70523,1.42287
305695,568347,397492,2325.74,11814,3.35922,102.967,3848.45,3,103,38,372,8840.61,155.382,155.382,167.289,0.391892,27.6154,0.2875,0.769059,0.196863,0.748316,1.29669,0.893064
237455,460161,324859,2150.46,10086.2,3.32609,109.407,13684.8,6,92,31,309,7392.71,150.848,150.848,164.452,0.415385,13.7143,0.210526,0.730948,0.213208,0.732951,5.30206,1.80392
400653,788184,581800,2796.18,16481.6,3.35032,110.486,2642.08,4,157,30,567,12840.7,149.907,149.907,165.2,0.414414,23.6522,0.377193,0.688643,0.169655,0.779098,1.03533,1.19392
397721,761645,504204,2618.52,16993.5,3.44654,109.051,3631.68,7,159,33,461,12299.7,150.03,150.03,164.667,0.432432,13.871,0.325,0.788809,0.154089,0.723785,1.45187,2.03102
372688,747360,503934,2591.02,15335.7,3.2973,110.118,1520.53,2,148,32,455,12311.3,158.76,158.76,168.719,0.396226,27.4375,0.321429,0.739558,0.168954,0.802786,0.603826,0.606557
413332,860046,592005,2865.93,17164.9,3.24183,109.625,2463.01,3,153,28,459,12715.6,160.013,160.013,162,0.353982,27.6875,0.233871,0.69819,0.166965,0.740792,0.911713,0.925403
500442,882871,618406,2912.69,21462.4,3.74843,111.519,38707.6,13,159,32,464,11515,159.114,159.114,168.594,0.514286,28,0.223077,0.809245,0.135712,0.536521,12.2981,3.46812
489090,944520,590558,2865.29,20377.2,3.53933,112.597,38707.6,13,178,38,568,13279.8,153.104,153.104,167.105,0.424,21.72,0.271429,0.828183,0.140612,0.6517,14.0873,3.67302
421841,863850,536724,2779.52,18609.8,3.54967,110.197,9160.88,8,151,27,487,11260.6,155.333,155.333,165.444,0.466019,22.1905,0.279661,0.785955,0.149357,0.605087,3.27918,2.25373
424005,792134,543818,2721.56,18011.5,3.29949,107.744,1385.44,2,197,39,609,14313.9,152.68,152.68,169.667,0.470149,13.8537,0.368056,0.779683,0.151101,0.794713,0.6437,0.606154
437674,1.06E+006,639312,3023.76,18070.2,3.2381,109.564,3631.68,5,189,24,640,15111.2,150.856,150.856,163.833,0.431818,12.913,0.3125,0.6846,0.167334,0.836249,1.56826,1.54412
333006,755080,518933,2651.82,14251.1,3.43077,104.868,5281.02,7,130,24,469,10901.1,151.902,151.902,163.5,0.444444,17.0385,0.287129,0.641713,0.186079,0.764933,2.06162,2.04036
301396,845988,539159,2798.66,13684.8,3.46774,104.094,10207,7,124,22,361,10647,159.13,159.13,160.409,0.47619,20.2353,0.319149,0.559011,0.204509,0.778015,4.19937,2.0186
402665,1.01E+006,644912,3046.01,18188.1,3.6378,108.973,18626.5,12,127,24,451,9968.58,148.931,148.931,163.583,0.380435,17.04,0.165138,0.624371,0.167472,0.548081,5.87478,3.2987
308640,797916,512134,2725.53,11738.4,3.32039,101.301,4071.5,3,103,27,402,9518.66,152.537,152.537,165.444,0.320513,25.8,0.170455,0.602654,0.232189,0.810897,1.35875,0.903509
308640,797916,512134,2725.53,11738.4,3.32039,101.301,4071.5,3,103,27,402,9518.66,152.537,152.537,165.444,0.320513,25.8,0.170455,0.602654,0.232189,0.810897,1.35875,0.903509
362324,870552,566322,2809.5,15484.9,3.41096,107.69,2642.08,6,146,22,523,12179.2,155.66,155.66,157.091,0.403846,20.7917,0.269565,0.639784,0.181435,0.786525,1.06464,1.75904
292064,636042,455646,2515.12,12262.8,3.37615,110.375,5541.77,5,109,24,415,9708.34,148.639,148.639,162.833,0.415584,14.9615,0.267442,0.640989,0.205102,0.791692,2.06822,1.48098
293370,667754,440512,2462.34,12686.5,3.41593,105.143,3848.45,3,113,22,378,8853.63,150.336,150.336,157.409,0.378049,17,0.228261,0.665976,0.194091,0.697876,1.48234,0.878238
299123,629408,429118,2465.82,12923.5,3.4955,104.906,4071.5,4,111,27,387,9229.7,153.491,153.491,166.074,0.48,18.35,0.290698,0.697065,0.190801,0.714178,1.51087,1.14433
302478,563901,396646,2319.42,11809.1,3.27451,108.069,4071.5,1,102,34,370,8842.01,155.808,155.808,167.647,0.307692,27.4615,0.2,0.76259,0.196409,0.748744,1.37297,0.305389
233749,459540,325893,2153.29,9303.71,3.28736,113.452,10207,7,87,29,310,7388.62,150.306,150.306,164.207,0.42623,14.5,0.208333,0.717256,0.231444,0.794159,3.799,2.12937
404112,780690,578177,2786.55,17384.9,3.30539,109.927,2123.72,1,167,31,556,12756.2,150.077,150.077,163.452,0.357724,14.027,0.284615,0.698942,0.160286,0.733752,0.877629,0.302536
403744,765184,505634,2621.13,16427.9,3.28916,106.674,1809.56,4,166,31,638,12651.8,139.254,139.254,163.774,0.45614,11.76,0.267176,0.79849,0.159553,0.770138,0.744003,1.21612
369636,749088,503226,2591.68,15677.1,3.20779,108.929,1134.11,3,154,35,547,12520,148.203,148.203,166.514,0.362832,10.6383,0.262295,0.734534,0.165316,0.798616,0.472502,0.935223
410888,859133,592396,2866.53,18457.5,3.37572,109.316,2827.43,4,173,31,558,12935.4,151.004,151.004,164.71,0.384,14.9429,0.235714,0.693604,0.155304,0.700818,1.19046,1.18493
507836,885610,623458,2923.18,22773.3,3.65517,109.937,24884.6,12,174,32,463,11538.8,158.983,158.983,168.969,0.359375,29.8667,0.183673,0.814549,0.12836,0.506681,8.5262,3.28302
495752,940725,590576,2863.39,20141.3,3.42373,112.413,39408.1,11,177,38,559,13203.9,155.202,155.202,167.368,0.382812,18.9643,0.204082,0.839439,0.142165,0.655563,14.07,3.21287
426165,863938,538384,2778.46,19453.5,3.60241,110.113,9852.03,7,166,27,480,11241.1,157.829,157.829,165.852,0.482143,24.2632,0.24812,0.791563,0.142826,0.577844,3.83757,1.94314
424061,791175,542684,2719.67,16933,3.18681,110.095,1256.64,4,182,40,616,14348.9,153.356,153.356,168.875,0.358209,14.7949,0.368421,0.781413,0.160614,0.847396,0.539329,1.25517
436376,1.05E+006,637327,3015.06,18155.3,3.26316,112.34,3848.45,6,190,27,630,15088.7,152.971,152.971,166.148,0.376812,16.027,0.357143,0.684697,0.166071,0.831088,1.67563,1.83871
337507,754236,518432,2652.24,14730.7,3.51515,105.443,7542.96,5,132,28,467,10963,152.805,152.805,162.607,0.466667,15.6786,0.32,0.651015,0.180049,0.744233,2.95007,1.42241
303021,848946,540700,2801.21,12827.6,3.49123,100.173,6082.12,7,114,26,446,10810.9,151.83,151.83,165.115,0.425,16.84,0.295455,0.560423,0.218374,0.842783,2.28817,2.00503
390312,1.01E+006,645953,3048.58,15266.7,3.42857,108.366,530.929,2,112,24,424,9845.24,154.899,154.899,161.792,0.287356,21.3158,0.142857,0.604242,0.199688,0.644883,0.15235,0.583333
311402,717025,511506,2721.83,12690.3,3.57009,104.04,1385.44,3,107,26,398,9429.78,151.897,151.897,165,0.426667,22.4118,0.229885,0.608794,0.214481,0.743069,0.476048,0.840314
307510,699936,567797,2820.4,12896.2,3.38983,106.417,1661.9,3,118,23,522,12261.3,154.709,154.709,161.304,0.340909,20.75,0.296703,0.541584,0.218701,0.950772,0.637718,0.885
293750,591120,418748,2398.79,12043.3,3.4386,102.435,5541.77,6,114,28,410,9456.2,147.51,147.51,162.143,0.407407,16.0833,0.280899,0.701496,0.199181,0.785184,2.15068,1.7449
284987,527085,437848,2452.73,12609.8,3.66355,104.519,11689.9,8,107,26,381,8742.4,152.045,152.045,165.962,0.445946,15.5652,0.244186,0.650879,0.19451,0.693304,4.38903,2.18367
300076,570888,431612,2472.18,12259.9,3.46667,105.27,4778.36,3,105,30,393,9134.64,154.265,154.265,165.9,0.438356,18.65,0.329114,0.695244,0.201649,0.745085,1.672,0.865385
308699,504654,398934,2327.59,13258.5,3.4188,109.36,3848.45,2,117,34,368,8846.99,156.22,156.22,167.206,0.409639,35.8,0.231579,0.773809,0.175554,0.667267,1.4586,0.585
234597,475734,324438,2148.39,9703.82,3.2,111.139,13684.8,6,85,27,268,7341.73,156.75,156.75,164.148,0.307692,25.8,0.214286,0.723087,0.221397,0.756582,4.95832,1.875
401609,751797,581525,2794.21,16080.3,3.34667,105.281,706.858,3,150,31,561,12893.7,150.485,150.485,162.968,0.428571,18.3448,0.339286,0.690613,0.173767,0.801832,0.26401,0.896414
401149,646303,505304,2620.42,16182.2,3.35404,110.332,1963.5,4,161,31,593,12554.7,138.691,138.691,163.452,0.477064,9.22414,0.330579,0.793877,0.161933,0.775837,0.788044,1.19259
365655,628992,503544,2589.66,14157.1,3.17391,110.731,1256.64,2,138,35,515,12432.9,149.501,149.501,165.629,0.339806,14.1471,0.277778,0.726163,0.182923,0.878205,0.474261,0.630137
410254,751705,590358,2864.53,16500.7,3.31507,108.363,2642.08,4,146,25,426,12513.1,161.962,161.962,164.8,0.377358,25.625,0.292035,0.694923,0.173601,0.758338,0.940257,1.20661
501708,790594,620549,2915.68,20671.7,3.67532,112.768,23235.2,8,154,32,464,11499.6,156.44,156.44,168.562,0.45283,24.7778,0.272727,0.80849,0.141047,0.556297,7.13209,2.17668
496001,716628,591142,2863.3,19611.2,3.43478,111.996,38707.6,8,184,38,553,13232.4,154.803,154.803,167.237,0.448819,20.2692,0.286713,0.839057,0.146004,0.67474,14.3592,2.32911
424821,648240,537304,2776.65,18412.6,3.50633,110.475,9160.88,9,158,26,487,11300.1,153.813,153.813,165.692,0.410714,24.6316,0.253968,0.790652,0.150802,0.613716,3.40713,2.56679
422813,703836,541051,2714.61,18062.2,3.22843,109.399,1520.53,1,197,38,623,14406.8,153.937,153.937,166,0.437956,17.3235,0.331081,0.781466,0.150293,0.797626,0.708457,0.309748
439046,741780,602323,2855.28,18336.8,3.26702,108.797,6647.61,6,191,28,649,14910.3,148.656,148.656,161.643,0.404412,16.5405,0.29932,0.728921,0.155713,0.813133,2.89194,1.83654
340971,668820,522736,2660.97,15080,3.47761,107.91,8171.28,6,134,25,473,11056.4,150.216,150.216,164.56,0.381443,15.3103,0.27619,0.652282,0.176458,0.733184,3.21127,1.72532
301111,677790,540922,2799.75,11938,3.45098,101.484,4071.5,4,102,24,460,10767.8,149.43,149.43,162.167,0.43662,14.3333,0.291139,0.556662,0.234525,0.901979,1.37921,1.15909
395767,833250,643040,3042.98,18257.5,3.69355,107.872,706.858,2,124,26,412,9842.89,153.735,153.735,164.538,0.493976,16.913,0.137615,0.615462,0.16667,0.539114,0.22147,0.541485
312516,716493,510366,2720.49,12649.3,3.27778,104.744,1385.44,2,108,24,404,9344.48,152.062,152.062,161.458,0.301205,18.2381,0.213483,0.612337,0.21507,0.738733,0.478785,0.610169
311216,716946,511036,2720.17,11830.8,3.4375,111.111,1963.5,2,96,24,401,9426.64,152.663,152.663,162.042,0.391304,19.05,0.263158,0.608991,0.229923,0.796788,0.605675,0.581818
312516,716493,510366,2720.49,12649.3,3.27778,104.744,1385.44,2,108,24,404,9344.48,152.062,152.062,161.458,0.301205,18.2381,0.213483,0.612337,0.21507,0.738733,0.478785,0.610169
360558,699094,565972,2810.96,14501.3,3.2782,106.418,1809.56,4,133,24,522,12151.3,155.285,155.285,162.333,0.371134,19.88,0.291262,0.63706,0.193842,0.837951,0.667497,1.22018
297817,593484,420074,2404.69,11863.2,3.24324,106.201,5281.02,5,111,28,407,9377.32,150.801,150.801,162.179,0.405063,17.5,0.290698,0.708964,0.202701,0.790453,1.9683,1.54167
294681,528828,438407,2457.1,13263,3.64912,104.209,4071.5,3,114,21,373,8802.26,152.397,152.397,155.762,0.540541,17.65,0.225806,0.672164,0.18526,0.663671,1.5751,0.822115
306075,569360,429138,2465.27,13694.3,3.66102,106.076,4778.36,7,118,33,381,9079.04,156.701,156.701,165.758,0.552632,20.1667,0.282609,0.713232,0.180021,0.662977,1.84219,1.91204
308351,502581,399098,2326.81,13156.2,3.61062,110.664,4071.5,1,113,30,374,8901.64,155.575,155.575,166,0.637681,30.1667,0.284091,0.772618,0.176859,0.67661,1.49207,0.276961
226037,472383,322074,2142.66,9164.43,3.3,105.473,10935.9,8,80,27,312,7382.32,152.702,152.702,165,0.311475,23,0.19403,0.701816,0.233801,0.805541,3.87048,2.42424
357479,749824,580836,2793,15765.4,3.44737,107.621,3019.07,4,152,31,525,12698,154.244,154.244,163.677,0.475728,22.8636,0.321739,0.615457,0.17716,0.805436,1.28371,1.16031
402676,640900,503524,2616.28,17638,3.45455,106.516,1809.56,3,165,28,391,12107.1,154.65,154.65,162.179,0.447368,22,0.269231,0.799715,0.148332,0.686423,0.741482,0.868421
305543,629067,504906,2595.17,12978.7,3.25,108.68,1520.53,3,136,39,537,12538.6,153.196,153.196,168.41,0.387755,18.8889,0.320388,0.60515,0.199956,0.96609,0.676801,0.923077
413171,751705,593510,2873.32,17600.4,3.26708,107.21,2463.01,3,161,28,541,12862.4,153.693,153.693,161.893,0.277778,15.3939,0.201493,0.696149,0.163253,0.730804,0.959758,0.918251
508267,791637,623259,2922.66,22007.2,3.71605,109.687,23235.2,8,162,30,458,11519.3,156.734,156.734,165.8,0.384615,18.913,0.218045,0.815499,0.132804,0.523433,7.40576,2.15282
496617,712480,589381,2860,20694.9,3.43478,109.703,39408.1,13,184,41,456,13061.1,164.3,164.3,169.951,0.415385,40.4545,0.277778,0.842608,0.138198,0.631123,14.601,3.78481
427898,653719,539636,2783.15,19526.3,3.65854,110.305,9503.32,8,164,27,486,11340.7,153.095,153.095,164,0.438596,26,0.261538,0.792937,0.142533,0.580791,3.64233,2.18667
424461,699360,539331,2709.3,17629.5,3.16062,106.699,1520.53,2,193,39,619,14324.6,154.426,154.426,168.41,0.388489,18.3438,0.368794,0.787013,0.15368,0.812536,0.691377,0.632787
440441,743512,603210,2856.77,18669.9,3.28497,111.849,6647.61,4,193,34,639,14892.7,150.659,150.659,167.059,0.462121,13.8605,0.340278,0.730162,0.153015,0.797686,2.91297,1.21767
340121,670458,522782,2660.79,14156,3.46565,103.519,8824.73,6,131,25,470,10944.8,150.96,150.96,164.88,0.488636,14.6667,0.271845,0.650598,0.187962,0.773153,3.39891,1.73128
301773,678676,542010,2802.09,11950.6,3.31429,105.385,4300.84,6,105,23,456,10735.8,151.432,151.432,162.217,0.381579,15.2857,0.296296,0.556766,0.234473,0.898345,1.49645,1.81034
388301,829532,642410,3039.84,16697,3.56667,110.529,380.133,3,120,25,416,9795.67,156.175,156.175,164.52,0.395349,19.8,0.176471,0.604444,0.182059,0.586672,0.117476,0.841121
315767,719925,512714,2724.57,13861,3.42857,106.776,1809.56,3,112,26,399,9446.96,154.328,154.328,164.962,0.287356,18.95,0.166667,0.615873,0.196564,0.68155,0.641835,0.875
315767,719925,512714,2724.57,13861,3.42857,106.776,1809.56,3,112,26,399,9446.96,154.328,154.328,164.962,0.287356,18.95,0.166667,0.615873,0.196564,0.68155,0.641835,0.875
365678,698676,567238,2815.4,14188.7,3.33333,105.547,1661.9,3,132,27,522,12196.1,153.134,153.134,165.407,0.5,26.4737,0.233645,0.644663,0.198425,0.859561,0.599903,0.9
295093,585452,417452,2392.3,12659.9,3.45,105.211,5281.02,5,120,29,400,9383.38,151.312,151.312,164.172,0.538462,20.0526,0.318681,0.70689,0.188967,0.741189,2.14754,1.44928
