f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24
88160.1,332304,214536,1910.31,3653.07,3.14286,117.747,26015.5,14,35,15,198,4761.19,155.727,155.727,151.333,0.4,23.75,0.346154,0.410933,0.522934,1.30334,10.3283,4.45455
101098,489132,252372,2039.42,3864.46,3.12821,118.361,20106.2,11,39,4,197,4870.84,156.386,156.386,90,0.392857,18.7,0.392857,0.400593,0.527737,1.26042,7.75622,3.51639
86617.1,340158,231469,1887.12,3478.91,2.95238,121.232,14102.6,11,42,10,233,5460.28,158.584,158.584,134.7,0.555556,24.8889,0.3125,0.374206,0.542446,1.56954,6.83825,3.72581
79249.2,265029,185342,1713.24,3349.52,3.35135,121.149,13684.8,10,37,9,169,4133.09,161.574,161.574,127.444,0.681818,55.3333,0.37037,0.427583,0.511488,1.23394,6.38917,2.98387
77892.5,265558,185406,1713.67,2757.59,3,123.55,13273.2,8,30,7,167,4126.4,163.024,163.024,111.857,0.666667,40.75,0.363636,0.420119,0.621438,1.49638,5.11213,2.66667
79249.2,265029,185342,1713.24,3349.52,3.35135,121.149,13684.8,10,37,9,169,4133.09,161.574,161.574,127.444,0.681818,55.3333,0.37037,0.427583,0.511488,1.23394,6.38917,2.98387
63147.5,307848,162258,1619.22,2530.73,3.06667,119.016,9160.88,8,30,9,164,3887.66,151.768,151.768,132.778,0.5,10.7143,0.428571,0.389179,0.639821,1.53618,4.35214,2.6087
81089.4,403866,210982,1877.75,3461.98,3.16667,121.833,21124.1,13,36,6,187,4480.77,154.529,154.529,113.5,0.384615,16,0.333333,0.384342,0.542392,1.29428,9.37812,4.10526
73685.8,291078,146193,1778.62,2561.46,2.89655,125.164,21124.1,8,29,6,155,3772.97,161.297,161.297,119.333,0.611111,24.8333,0.380952,0.504031,0.694376,1.47298,8.31365,2.7619
94023.8,431645,303760,2070.68,3755.77,2.79245,124.789,15836.8,10,53,9,275,6729.38,154.72,154.72,126.111,0.558824,14.2778,0.358974,0.309534,0.551333,1.79174,8.92698,3.58108
115305,313632,235120,1827.61,4310.75,3,115.464,24328.5,13,42,10,223,5348.25,160.489,160.489,133.7,0.68,36.1667,0.3125,0.490409,0.423967,1.24068,8.86169,4.33333
50183.9,175120,123828,1306.76,2152.57,2.77419,120.036,16741.5,11,31,8,179,4129,154.927,154.927,135.25,0.722222,11.7857,0.347826,0.405269,0.607068,1.91817,10.3417,3.96512
92998.8,359600,242416,1848.4,3794.26,2.97872,122.527,17671.5,12,47,11,253,5819.22,149.087,149.087,141.091,0.678571,15.8667,0.46875,0.383634,0.487156,1.53369,8.93085,4.02857
80658,261072,205357,1726.6,3055.91,2.63415,129.373,19113.4,12,41,9,214,5124.6,153.537,153.537,129.889,0.464286,15.4615,0.413793,0.392769,0.565004,1.67695,9.71574,4.55556
178351,539676,369122,2355.05,7402.76,3.39286,113.037,55571.6,19,56,6,302,6125.77,140.474,140.474,109.167,0.4,13.381,0.217391,0.483176,0.318131,0.827499,17.4488,5.6
89498.7,327188,233356,1813.46,3539.52,2.90476,118.938,22698,12,42,8,232,5586.23,150.707,150.707,135.25,0.555556,12.6471,0.4,0.38353,0.512347,1.57824,10.6517,4.13115
127394,396268,301650,2060.75,5776.78,3.14815,117.586,38013.3,20,54,6,290,6097.55,137.128,137.128,111.167,0.35,9.35714,0.317073,0.422325,0.356729,1.05553,16.1131,6.35294
457969,893156,680970,3259.05,19585.1,3.93333,109.277,182467,32,90,6,242,7553.26,164.979,164.979,108,0.40625,59.5,0.139241,0.672525,0.166405,0.385664,35.8584,8.13559
190902,730623,543012,2912.53,7353.54,3.30159,119.055,51471.9,17,63,7,351,7751.81,148.484,148.484,118.571,0.340426,17.4737,0.26,0.351562,0.396072,1.05416,16.9863,5.14904
195699,698616,509034,2790.1,8059.59,3.36232,120.945,61575.2,15,69,6,298,7286.6,165.742,165.742,111.167,0.4375,23.8333,0.169492,0.384451,0.346184,0.90409,21.7104,4.46121
94111,398372,258689,1921.06,3984.91,3.28205,116.775,22698,13,39,10,239,5950.57,157.197,157.197,138.1,0.3,17.3846,0.344828,0.3638,0.482085,1.49328,9.40616,3.96094
90291.5,327932,212664,1901.91,3775.79,3.14286,113.456,12469,9,42,15,194,4705.92,159.155,159.155,150.067,0.354839,20.5556,0.4,0.424575,0.503712,1.24634,5.80007,2.86364
104317,489995,252796,2037.57,4559.47,3.31818,118.618,20106.2,14,44,5,196,4868.55,157.444,157.444,103.8,0.333333,12.0667,0.333333,0.412653,0.446886,1.06779,8.48059,4.21918
89353.7,338120,232080,1886.8,3809.51,2.93617,120.692,14102.6,12,47,11,230,5471.36,158.974,158.974,140,0.678571,24.5556,0.342857,0.385011,0.495288,1.43624,7.41797,4.08696
81103,268660,187029,1719.88,3288.35,3.2,120.156,14526.7,10,35,9,168,4132.19,162.708,162.708,135.556,0.4,83,0.346154,0.433639,0.52302,1.25661,6.269,3.125
81103,268660,187029,1719.88,3288.35,3.2,120.156,14526.7,10,35,9,168,4132.19,162.708,162.708,135.556,0.4,83,0.346154,0.433639,0.52302,1.25661,6.269,3.125
66214.2,306936,161744,1619.6,3056.64,3.11111,114.408,15393.8,13,36,9,166,3857.54,151.675,151.675,128.333,0.384615,10.8571,0.384615,0.409376,0.529862,1.26202,8.36946,4.17857
79953.3,400542,209366,1868.66,2718.55,2.78788,129.475,21124.1,10,33,6,195,4489.13,152.61,152.61,113.5,0.65,15.25,0.32,0.381882,0.687375,1.6513,8.71877,3.58696
71503.4,292340,145202,1784.03,2541.53,3.07692,117.611,21124.1,9,26,6,152,3761.59,163.737,163.737,109,0.444444,37,0.368421,0.492443,0.70195,1.48005,7.68111,2.925
94665.9,424432,301514,2066.12,3584.59,2.64,124.602,15836.8,12,50,8,264,6651.43,154.644,154.644,135.25,0.470588,11,0.315789,0.313969,0.576391,1.85556,8.36456,4.54545
120107,315414,236344,1831.16,5826.79,3.42308,109.722,26015.5,19,52,11,229,5384.26,156.087,156.087,134.545,0.333333,37.1667,0.3,0.508185,0.314265,0.924053,11.2634,5.55056
49528.7,175474,122204,1296.88,2348.32,2.94118,111.061,14526.7,14,34,11,176,4114.71,155.443,155.443,136.273,1,11.5714,0.36,0.405294,0.552259,1.75219,9.97216,4.76
94138.8,366124,247496,1866.38,4119.4,3.05882,116.095,16286,12,51,10,270,5919.65,142.107,142.107,139.3,0.378378,10.25,0.457143,0.380366,0.45307,1.43702,8.823,3.92308
79480.2,261576,204552,1721.31,3413.57,3.05263,124.577,20106.2,15,38,7,207,5058.68,155.932,155.932,117.714,0.266667,16.25,0.407407,0.388558,0.504254,1.48193,9.6129,4.91379
178314,529984,364695,2341.06,7103.28,3.38462,117.5,53912.9,19,52,8,298,6129.67,136.822,136.822,135.125,0.3,10.92,0.268293,0.488941,0.329575,0.862934,15.7221,5.61364
93097.7,328548,233696,1814.37,3342.55,2.8,119.736,24328.5,12,40,10,231,5580.49,151.922,151.922,134.8,0.538462,11.8333,0.333333,0.39837,0.54281,1.66953,10.4529,4.28571
127527,398145,301150,2057.31,5414.99,3.19231,120.974,35298.9,18,52,8,285,6135.52,136.421,136.421,134.5,0.405405,7.63636,0.333333,0.423466,0.379929,1.13306,14.3934,5.63855
455580,883948,681422,3260,18930.4,4.075,114.163,180956,32,80,10,340,7701.8,147.194,147.194,138.6,0.25,11.1429,0.142857,0.668572,0.172209,0.406847,31.7759,7.85276
195828,729399,542164,2916.79,7860.7,3.32258,117.951,53092.9,19,62,6,326,7692.25,156.939,156.939,101.833,0.377778,20.7333,0.265306,0.361197,0.37106,0.978571,16.8094,5.71845
202743,689544,509400,2787.82,8979.86,3.42857,122.941,54739.1,20,70,8,309,7376.19,163.605,163.605,134.875,0.428571,22.7692,0.22807,0.398004,0.310452,0.821416,18.8995,5.83333
97325,397150,258216,1918.63,3533.96,2.82051,130.639,21642.4,12,39,9,249,6013.35,157.197,157.197,129.111,0.625,15.6,0.3,0.376912,0.542911,1.70159,8.67254,4.25455
86604.9,326656,211690,1897.91,3121.56,3.02857,116.873,11689.9,6,35,14,190,4673.39,161.805,161.805,153.286,0.4,20.1111,0.458333,0.409111,0.608001,1.49713,4.72427,1.98113
102929,495520,255790,2049.84,4190.33,3.17073,119.133,20106.2,12,41,6,192,4890.53,157.151,157.151,110.667,0.413793,20.3333,0.366667,0.402394,0.489185,1.1671,8.00899,3.78462
87263,336608,233004,1887.73,3370.23,2.92683,121.038,13684.8,9,41,9,234,5485.35,153.265,153.265,134.222,0.64,18.5,0.322581,0.374514,0.56012,1.62759,6.42971,3.075
77892.5,265558,185406,1713.67,2757.59,3,123.55,13273.2,8,30,7,167,4126.4,163.024,163.024,111.857,0.666667,40.75,0.363636,0.420119,0.621438,1.49638,5.11213,2.66667
79331.3,349366,186842,1721.09,3054.5,3.21212,107.959,17203.4,9,33,11,170,4126.1,157.241,157.241,138.455,0.5,23.2857,0.434783,0.42459,0.56346,1.35082,7.1562,2.80189
63188.2,222070,160188,1607.32,2541.85,2.9697,125.569,8824.73,10,33,7,161,3863.42,157.646,157.646,121,0.833333,39.25,0.434783,0.394463,0.632344,1.51992,4.60871,3.36735
73210.5,354530,143771,1770.8,3028.83,3.09677,128.431,21642.4,12,31,7,152,3763.95,160.961,160.961,127.714,0.347826,24.3333,0.347826,0.509216,0.584647,1.24271,9.1642,3.875
91295.6,434375,299602,2057.46,3571.08,2.73469,131.529,16286,12,49,9,279,6641.05,155.534,155.534,130.333,0.484848,12.2857,0.324324,0.304722,0.576146,1.85968,8.741,4.38806
116264,361560,231876,1815.97,4459.4,3.06383,112.351,24328.5,12,47,12,221,5342.24,157.76,157.76,143.833,0.27027,35.8333,0.27027,0.501407,0.407223,1.19797,9.83485,3.91667
50901.3,171210,121616,1295.71,2160.7,2.72727,116.702,13684.8,10,33,9,175,4135.49,153.314,153.314,133,0.65,13.5833,0.375,0.418542,0.599672,1.91396,8.87203,3.66667
92495.5,340442,244774,1858.33,3730.48,2.92,116.219,16286,10,50,7,239,5791,155.439,155.439,118.714,0.666667,20.7273,0.470588,0.377882,0.498149,1.55235,8.80368,3.42466
79116.1,333074,206236,1725.44,3208.88,2.7619,130.095,21124.1,12,42,8,215,5124.78,150.605,150.605,135.125,0.68,12.4375,0.354839,0.383618,0.537706,1.59706,11.214,4.34483
180161,627120,369610,2356.46,7680.01,3.47541,112.225,55571.6,18,61,7,275,6097.48,147.131,147.131,119.429,0.418605,18.6429,0.244898,0.487435,0.30683,0.793941,18.8158,5.17925
92587.2,333732,235674,1822.11,3767.57,2.90476,125.688,24884.6,14,42,7,232,5581.07,151.647,151.647,119.286,0.5,12.6471,0.4,0.392861,0.483629,1.48135,11.2883,4.81967
126661,466050,299416,2052.61,5199.8,3.01887,118.308,39408.1,16,53,9,298,6107.08,142.05,142.05,128.111,0.394737,9.64286,0.292683,0.423025,0.394747,1.17448,16.49,5.3
457807,1.26E+006,685335,3270.45,20743.6,4.10638,110.284,154830,28,94,6,325,7569.89,153.975,153.975,112.333,0.305556,22.2143,0.146341,0.668004,0.157661,0.364927,31.7908,6.81865
193398,989385,541706,2917.45,7542.3,3.32258,122.208,52279.2,17,62,5,309,7634.25,157.495,157.495,99.8,0.409091,16.1667,0.265306,0.357017,0.386812,1.01219,16.7598,5.1165
196375,898380,509544,2791.55,7893.82,3.375,116.743,63347.1,16,64,5,299,7338.07,164.278,164.278,95,0.361702,32.2222,0.185185,0.385394,0.353638,0.929597,20.6452,4.74074
104518,351816,254756,1912.97,4449.92,3.08333,115.89,24884.6,13,48,10,238,5944.05,161.508,161.508,138.1,0.371429,22.8,0.371429,0.410269,0.429888,1.33577,11.4282,4.21622
88187.6,405105,210537,1895.58,3721.65,3.05,120.573,24884.6,13,40,16,193,4673.55,157.513,157.513,156.938,0.333333,13.8462,0.333333,0.41887,0.509338,1.25577,11.2871,4.2623
107932,356964,256969,2051.03,4428.85,3.31707,120.211,21642.4,13,41,5,202,4825.73,157.322,157.322,94.4,0.413793,15.8333,0.366667,0.42002,0.463107,1.08961,8.22127,3.91912
83936.9,414080,234291,1890.23,3158.78,3.02857,114.873,13273.2,10,35,10,232,5437.29,158.75,158.75,140.2,0.25,20.0909,0.346154,0.358259,0.598406,1.72133,5.53467,3.30189
81398.9,350594,186745,1722.28,3723,3.42105,116.38,12469,12,38,9,158,4078.05,160.911,160.911,129.889,0.461538,30.6,0.310345,0.435883,0.462606,1.09537,5.82098,3.50769
81398.9,350594,186745,1722.28,3723,3.42105,116.38,12469,12,38,9,158,4078.05,160.911,160.911,129.889,0.461538,30.6,0.310345,0.435883,0.462606,1.09537,5.82098,3.50769
63762.2,219975,158843,1602.4,2464.5,3,128.266,9852.03,7,32,8,159,3807.34,160.899,160.899,135,0.777778,38.75,0.454545,0.401416,0.650191,1.54487,4.94439,2.33333
71496.2,361165,144930,1784.69,2680.22,3,130.214,21642.4,10,28,6,156,3799.73,154.16,154.16,108.333,0.647059,11,0.333333,0.493314,0.665873,1.41769,8.47581,3.33333
92102.8,436395,300376,2062.93,3635.46,2.8,125.822,16286,11,50,8,280,6667.26,157.207,157.207,135.25,0.666667,17.6667,0.315789,0.306625,0.567447,1.83395,8.84122,3.92857
117596,363424,233960,1822.32,4804.2,3.20833,111.236,24884.6,14,48,11,223,5373.44,154.946,154.946,136.727,0.333333,13.8667,0.333333,0.502634,0.379317,1.11849,10.1573,4.36364
50254.4,169993,121642,1296.08,2052.48,2.66667,124.314,14526.7,12,30,8,176,4111.02,151.869,151.869,134.75,1,15,0.304348,0.413134,0.631471,2.00296,8.67191,4.5
91045.3,339864,244206,1855.07,3310.68,2.94737,116.743,16741.5,11,38,10,263,5749.55,148.095,148.095,136,0.727273,15.4375,0.583333,0.372821,0.56033,1.73667,6.9875,3.73214
80096.1,329329,204152,1714.94,3484.19,2.95,121.756,21642.4,16,40,8,227,5060.72,147.233,147.233,135.125,0.904762,17.9167,0.428571,0.392336,0.492207,1.45248,10.8082,5.42373
180272,617771,366530,2341.76,8287.26,3.60656,113.881,54739.1,22,61,6,198,5864.78,161.101,161.101,108.667,0.418605,23.75,0.244898,0.491835,0.282573,0.707686,18.5224,6.1
94120.8,332928,235224,1821.31,3822.11,2.90476,126.475,24884.6,16,42,8,237,5539.37,152.03,152.03,135.25,0.615385,9.77273,0.4,0.400132,0.47652,1.4493,11.1044,5.5082
103345,465982,299892,2054.83,4595.91,3.42105,117.435,40828.1,16,38,7,305,6090.94,139.325,139.325,115.143,0.461538,9.16667,0.225806,0.344607,0.4471,1.3253,15.0126,4.67692
455648,1.26E+006,682728,3265.15,20984.4,4.14737,111.625,173494,34,95,7,325,7632.58,155.542,155.542,118.714,0.283784,22.2143,0.130952,0.667393,0.155599,0.363727,36.1726,8.19797
196517,984740,540419,2911.44,8293.12,3.26761,120.796,53092.9,19,71,9,309,7663.45,155.207,155.207,133,0.365385,14.45,0.224138,0.363639,0.351067,0.924074,19.182,5.81466
201180,896724,505936,2781.7,8899.14,3.43662,116.636,65144.1,20,71,7,318,7355.81,156.84,156.84,119.571,0.392157,18.875,0.183333,0.397639,0.312581,0.826576,22.9905,5.81967
96194.4,351268,254390,1910.9,3608.64,2.92308,122.613,24328.5,11,39,10,256,5932.84,155.512,155.512,135.8,0.5,22.2727,0.3,0.378137,0.529534,1.64406,9.86348,3.76316
87299,407930,211852,1902.16,3470.67,3,127.722,26590.4,15,36,13,187,4681.46,157.567,157.567,148,0.8,14.5833,0.384615,0.412075,0.548065,1.34886,10.9653,5
100535,354510,256235,2049.75,4033.67,3.24324,116.783,21642.4,15,37,6,194,4788.29,159.577,159.577,111,0.275862,26.7143,0.321429,0.392353,0.508159,1.18708,7.96511,4.625
85499,415378,236069,1894.12,3350.82,2.87805,121.948,12868,12,41,11,239,5516.96,153.063,153.063,135.545,0.464286,11.5789,0.322581,0.362178,0.565269,1.64645,6.17067,4.16949
79139.5,268770,186756,1718.71,3243.35,3.17647,124.676,12469,12,34,9,171,4180.26,159.339,159.339,127,0.36,41.75,0.416667,0.42376,0.529917,1.28887,5.35694,3.77778
61437.9,304212,159724,1611.29,2493.69,2.93333,121.724,14526.7,10,30,9,160,3897.59,150.575,150.575,129.778,0.578947,12.3333,0.428571,0.384649,0.646148,1.56298,7.09337,3.40909
80340.6,392472,205483,1847.99,3536.64,3.12195,125.598,18626.5,12,41,7,211,4587.95,139.341,139.341,113.143,0.413793,10.7222,0.322581,0.390984,0.522527,1.29726,9.50562,3.84375
73918.9,297825,147114,1800.42,2594.88,2.96296,125.321,22167.1,9,27,7,153,3795.63,163.065,163.065,119,0.8,50,0.35,0.50246,0.693836,1.46274,8.09686,3.0375
70515,426400,301617,2065.83,2346.46,2.42105,137.204,15393.8,7,38,8,275,6723.33,159.589,159.589,134.75,0.266667,24,0.407407,0.23379,0.8804,2.8653,8.2956,2.8913
117009,312759,236066,1827.97,4218.61,3.04762,108.314,24884.6,13,42,13,221,5364.16,160.633,160.633,145.308,0.272727,43.2,0.354839,0.495661,0.433311,1.27155,8.93225,4.26562
53291.8,171864,119828,1286.88,2714.21,2.94737,121.784,16741.5,16,38,10,181,4150.28,152.464,152.464,137.5,0.727273,10.3125,0.357143,0.444738,0.474127,1.52909,11.9376,5.42857
93035.5,363660,243706,1853.93,3764.22,2.95833,123.691,13684.8,11,48,9,264,5872.19,142.731,142.731,125.556,0.777778,7.8,0.411765,0.381754,0.492514,1.56,7.06041,3.71831
81040.8,260064,205000,1723.62,3625.9,3,132.155,22167.1,16,42,9,208,5048.98,157.024,157.024,126.333,1,13.8571,0.4,0.395321,0.475364,1.39248,11.4883,5.33333
177275,532396,364668,2350.51,7015.53,3.5102,114.626,54739.1,18,49,6,299,6082.13,134.632,134.632,108.167,0.441176,10.5,0.289474,0.486127,0.335044,0.866952,15.1303,5.12791
93669,323020,231356,1802.71,4077.17,3.02128,113.905,25446.9,16,47,8,231,5526.76,152.645,152.645,135,0.305556,11.8333,0.342857,0.404871,0.442146,1.35554,12.7684,5.29577
128056,391872,297758,2045.1,5793.86,3.17857,114.68,39408.1,19,56,9,202,5886.92,157.708,157.708,129.444,0.4,24.25,0.302326,0.430066,0.352978,1.01606,17.2336,5.97753
455693,892710,684880,3270.98,18984.5,3.95238,110.113,183984,34,84,7,337,7634.41,149.715,149.715,113.286,0.473684,13.6522,0.166667,0.665362,0.172297,0.402139,33.9147,8.60241
193816,724284,540946,2915.21,7913.27,3.34375,118.967,52279.2,18,64,7,328,7685.8,156.351,156.351,117.429,0.361702,18.2941,0.254902,0.358291,0.368396,0.971255,17.2631,5.38318
195037,691635,504050,2780.22,7914.85,3.46269,112.679,53092.9,17,67,6,324,7369.99,157.259,157.259,106,0.55814,23.9231,0.218182,0.38694,0.351266,0.93116,18.2387,4.90948
101340,399594,253868,1912.03,4072.97,3.04545,123.6,21124.1,14,44,8,248,5963.77,156.375,156.375,134.75,0.257143,18.0769,0.419355,0.399185,0.469443,1.46423,9.17166,4.59701
90564.1,327294,213589,1906.73,4308.59,3.30233,114.202,25446.9,18,43,12,195,4761.25,158.431,158.431,149,0.30303,16.7273,0.34375,0.424011,0.442541,1.10506,12.0822,5.4507
104097,494760,255982,2050.24,4545.34,3.30233,112.75,19113.4,15,43,6,196,4913.2,155.51,155.51,111.167,0.387097,15.3333,0.34375,0.406659,0.451065,1.08093,7.8953,4.54225
85860.7,336756,231979,1882.86,3408.99,2.84444,119.265,12469,11,45,11,225,5448.56,159.391,159.391,135.636,0.607143,21.5,0.363636,0.370123,0.552324,1.59829,6.53505,3.86719
80977,270830,188626,1724.3,3025.88,3.0303,127.075,12868,9,33,9,168,4157.19,159.952,159.952,130,0.32,32.6,0.375,0.4293,0.569849,1.37388,5.24399,2.97
82110.2,267764,185944,1712.76,3493.86,3.31579,117.602,12868,10,38,10,169,4130.55,163.917,163.917,140,0.461538,83.5,0.357143,0.441585,0.490219,1.18223,5.9552,3.01587
80977,270830,188626,1724.3,3025.88,3.0303,127.075,12868,9,33,9,168,4157.19,159.952,159.952,130,0.32,32.6,0.375,0.4293,0.569849,1.37388,5.24399,2.97
63295.9,308864,162825,1620.22,2710.44,3.0625,133.591,14526.7,12,32,8,158,3877.82,152.658,152.658,135,0.28,18.75,0.391304,0.388736,0.59777,1.4307,7.34415,3.91837
78619.3,399926,208433,1865.56,3027.54,3,117,11309.7,7,34,7,200,4511.77,146.84,146.84,118.143,0.619048,10.7647,0.478261,0.377192,0.616195,1.49024,4.89105,2.33333
74761.5,291875,145464,1788.34,2990.8,3.13333,121.141,22167.1,11,30,7,156,3800.07,157.891,157.891,119.143,0.363636,25,0.363636,0.51395,0.597945,1.27059,8.89512,3.51064
95534.7,427056,301914,2067.94,3890.01,2.78571,124.78,15836.8,11,56,8,278,6728.77,158.169,158.169,135.25,0.555556,20.3846,0.333333,0.316429,0.531602,1.72976,9.28311,3.94872
116699,311780,232832,1818.94,4564.65,3.08696,114.135,24884.6,15,46,12,220,5330.58,162.386,162.386,142.333,0.314286,35.6667,0.352941,0.501212,0.398484,1.1678,9.80895,4.85915
51600.7,173010,120952,1293.48,2096.65,2.68966,125.061,15836.8,13,29,8,182,4136.38,149.571,149.571,135.125,0.705882,8.1,0.318182,0.42662,0.616928,1.97285,8.90038,4.83333
91305.3,363562,244308,1851.01,3677.22,3.08696,117.885,15836.8,10,46,9,280,5807.14,138.7,138.7,133,0.483871,10.6667,0.4375,0.373729,0.50337,1.57922,7.97863,3.23944
72480.3,264668,207192,1730.53,2837.86,2.9375,131.032,23235.2,12,32,9,215,5070.58,152.023,152.023,132,1,11.6471,0.391304,0.349822,0.609803,1.78676,10.2583,4.08511
179662,531112,365410,2345.02,8473.31,3.7,116.426,51471.9,22,60,8,288,6083.03,134.681,134.681,135.25,0.363636,7.72727,0.25,0.491673,0.276754,0.717905,17.1895,5.94595
90324.1,323640,232688,1807.63,3379.23,2.87179,122.37,24884.6,13,39,7,230,5564.63,151.439,151.439,118.571,0.625,11.1053,0.392857,0.388177,0.534923,1.64671,10.7446,4.52679
128231,393750,298409,2046.76,5788,3.23636,114.805,39408.1,18,55,11,284,6067.6,141.754,141.754,137.727,0.447368,11.9091,0.309524,0.429717,0.353622,1.04831,16.9026,5.5618
454442,890016,684068,3267.12,18575.6,3.95,109.788,183984,33,80,6,333,7695.13,148.73,148.73,113.833,0.428571,18.5882,0.15942,0.664323,0.175882,0.414259,32.3886,8.35443
194618,726642,538828,2905.38,7859.56,3.36364,115.167,52279.2,17,66,6,341,7677.94,152.117,152.117,112.667,0.434783,21.7333,0.245283,0.361187,0.369662,0.976891,17.7293,5.05405
199778,694120,511094,2796.99,8713.59,3.44118,122.669,50670.7,18,68,5,333,7385.51,160.138,160.138,91.8,0.387755,29.2727,0.214286,0.390882,0.320992,0.847586,17.2472,5.23077
98137.2,399594,258740,1923.49,3766.69,2.97561,123.543,24328.5,12,41,8,247,6003.82,156.862,156.862,134.75,0.64,19.5833,0.28125,0.379289,0.510657,1.59393,10.164,4.03279
87693,327025,212883,1902.93,3678.16,3.2381,116.404,13273.2,11,42,12,194,4775.1,149.665,149.665,142.917,0.5,13.9231,0.4,0.411931,0.517358,1.29823,6.35713,3.39706
103801,487920,252852,2036.94,4533.7,3.30233,121.101,19606.7,14,43,7,194,4885.88,156.015,156.015,118.429,0.34375,15.1667,0.34375,0.410521,0.449288,1.07768,8.12213,4.23944
86250.6,338455,234590,1892.6,3587.58,3.02326,118.023,13273.2,12,43,10,220,5424.02,159.073,159.073,131.7,0.34375,19,0.34375,0.367666,0.527542,1.51189,6.61733,3.96923
79334.4,268786,186252,1718.48,2733.92,2.96774,120.836,17671.5,8,31,9,169,4145.5,160.497,160.497,134.333,0.722222,27.1667,0.409091,0.425952,0.628578,1.51632,6.90514,2.69565
79334.4,268786,186252,1718.48,2733.92,2.96774,120.836,17671.5,8,31,9,169,4145.5,160.497,160.497,134.333,0.722222,27.1667,0.409091,0.425952,0.628578,1.51632,6.90514,2.69565
62294.6,305525,161564,1614.22,2255.96,2.81481,115.041,14957.1,10,27,10,162,3880.53,152.117,152.117,139,0.588235,17,0.5,0.385572,0.715537,1.72013,6.48279,3.55263
79689.1,401128,209610,1874.16,3173.82,3.14286,113.64,11309.7,10,35,5,210,4581.82,138.4,138.4,93.6,0.458333,10.0526,0.458333,0.380179,0.590505,1.44363,4.96731,3.18182
